Price Date,Max Price
07-04-2017,652
08-04-2017,700
10-04-2017,660
10-04-2017,638
11-04-2017,639
12-04-2017,669
13-04-2017,635
17-04-2017,636
18-04-2017,644
22-04-2017,620
24-04-2017,625
27-04-2017,650
02-05-2017,600
03-05-2017,622
04-05-2017,700
04-05-2017,582
05-05-2017,580
05-05-2017,590
06-05-2017,560
08-05-2017,625
08-05-2017,568
09-05-2017,577
11-05-2017,630
11-05-2017,626
12-05-2017,640
13-05-2017,625
15-05-2017,690
16-05-2017,551
17-05-2017,631
18-05-2017,680
18-05-2017,679
19-05-2017,724
20-05-2017,700
22-05-2017,750
22-05-2017,672
23-05-2017,670
24-05-2017,626
25-05-2017,750
26-05-2017,641
27-05-2017,1000
29-05-2017,1000
29-05-2017,641
30-05-2017,641
31-05-2017,626
08-06-2017,1050
12-06-2017,687
13-06-2017,684
14-06-2017,670
15-06-2017,1000
15-06-2017,700
16-06-2017,668
17-06-2017,950
19-06-2017,800
19-06-2017,675
20-06-2017,673
21-06-2017,670
22-06-2017,900
22-06-2017,655
23-06-2017,707
27-06-2017,850
27-06-2017,681
28-06-2017,677
29-06-2017,900
29-06-2017,682
30-06-2017,704
01-07-2017,1000
03-07-2017,950
03-07-2017,676
05-07-2017,701
06-07-2017,855
06-07-2017,721
07-07-2017,719
10-07-2017,747
11-07-2017,763
12-07-2017,738
13-07-2017,925
13-07-2017,701
14-07-2017,682
15-07-2017,1000
17-07-2017,900
17-07-2017,699
18-07-2017,762
19-07-2017,811
20-07-2017,925
20-07-2017,832
21-07-2017,796
24-07-2017,1150
24-07-2017,964
25-07-2017,930
26-07-2017,1200
27-07-2017,1600
27-07-2017,1451
28-07-2017,1500
29-07-2017,2000
31-07-2017,1705
31-07-2017,1549
01-08-2017,1501
02-08-2017,1900
03-08-2017,3505
03-08-2017,2630
04-08-2017,2400
05-08-2017,3300
07-08-2017,2700
08-08-2017,2519
10-08-2017,2800
10-08-2017,2637
11-08-2017,2285
12-08-2017,2700
12-08-2017,2386
14-08-2017,2400
14-08-2017,2125
16-08-2017,2131
17-08-2017,2500
18-08-2017,2407
19-08-2017,2800
21-08-2017,2800
22-08-2017,2352
23-08-2017,2199
24-08-2017,2102
26-08-2017,2000
28-08-2017,2000
28-08-2017,2015
29-08-2017,2025
30-08-2017,2133
31-08-2017,2100
31-08-2017,2145
01-09-2017,2089
02-09-2017,2200
04-09-2017,2200
04-09-2017,2003
06-09-2017,1861
07-09-2017,1900
07-09-2017,1786
08-09-2017,1680
09-09-2017,1800
11-09-2017,1800
11-09-2017,1764
12-09-2017,1758
13-09-2017,1675
14-09-2017,1700
14-09-2017,1331
18-09-2017,1600
19-09-2017,1590
21-09-2017,2100
21-09-2017,1930
22-09-2017,1876
23-09-2017,2100
25-09-2017,2000
26-09-2017,1711
27-09-2017,1752
28-09-2017,1785
29-09-2017,1797
30-09-2017,1800
02-10-2017,2000
03-10-2017,1826
04-10-2017,2075
05-10-2017,2161
06-10-2017,2222
09-10-2017,2900
09-10-2017,2772
10-10-2017,2462
11-10-2017,2711
12-10-2017,2727
13-10-2017,2232
14-10-2017,2700
16-10-2017,2551
23-10-2017,4000
23-10-2017,3251
24-10-2017,3225
25-10-2017,2974
26-10-2017,2770
27-10-2017,2853
28-10-2017,3300
30-10-2017,3500
30-10-2017,3000
31-10-2017,3000
01-11-2017,3311
02-11-2017,3800
02-11-2017,3401
04-11-2017,4000
06-11-2017,3800
06-11-2017,3490
07-11-2017,3400
08-11-2017,3300
09-11-2017,3500
09-11-2017,3280
10-11-2017,3052
11-11-2017,3200
13-11-2017,3500
13-11-2017,2801
14-11-2017,3080
15-11-2017,3592
16-11-2017,4325
16-11-2017,3627
17-11-2017,3800
20-11-2017,3500
21-11-2017,3435
23-11-2017,5000
23-11-2017,4180
25-11-2017,4200
27-11-2017,4251
28-11-2017,4152
29-11-2017,4060
30-11-2017,4000
30-11-2017,3851
08-01-2018,4000
15-01-2018,3500
20-01-2018,3600
22-01-2018,3400
01-02-2018,1754
16-02-2018,1761
19-02-2018,1700
20-02-2018,1740
21-02-2018,1711
22-02-2018,1636
23-02-2018,1641
26-02-2018,1201
27-02-2018,1161
28-02-2018,1188
05-03-2018,1171
07-03-2018,1078
08-03-2018,1019
09-03-2018,964
10-03-2018,975
10-03-2018,964
12-03-2018,961
13-03-2018,900
13-03-2018,931
14-03-2018,860
15-03-2018,900
15-03-2018,901
16-03-2018,892
17-03-2018,800
19-03-2018,900
19-03-2018,879
20-03-2018,859
21-03-2018,863
22-03-2018,912
23-03-2018,952
24-03-2018,1100
26-03-2018,1000
26-03-2018,939
31-03-2018,900
02-04-2018,900
04-04-2018,840
05-04-2018,900
05-04-2018,899
06-04-2018,840
07-04-2018,900
09-04-2018,850
09-04-2018,850
10-04-2018,859
11-04-2018,841
12-04-2018,800
12-04-2018,788
13-04-2018,786
17-04-2018,716
18-04-2018,774
19-04-2018,800
19-04-2018,782
23-04-2018,810
25-04-2018,801
26-04-2018,850
26-04-2018,833
27-04-2018,825
30-04-2018,888
02-05-2018,876
03-05-2018,841
04-05-2018,860
06-05-2018,900
07-05-2018,800
07-05-2018,899
08-05-2018,875
09-05-2018,854
10-05-2018,850
10-05-2018,832
11-05-2018,835
14-05-2018,842
16-05-2018,858
17-05-2018,841
18-05-2018,870
21-05-2018,825
21-05-2018,900
22-05-2018,900
23-05-2018,901
24-05-2018,900
24-05-2018,935
25-05-2018,980
26-05-2018,1000
28-05-2018,1021
29-05-2018,992
30-05-2018,981
31-05-2018,996
01-06-2018,950
02-06-2018,1300
04-06-2018,1150
04-06-2018,915
05-06-2018,940
06-06-2018,905
07-06-2018,1200
07-06-2018,921
08-06-2018,993
09-06-2018,1200
11-06-2018,978
12-06-2018,1025
14-06-2018,1030
15-06-2018,1140
16-06-2018,1400
18-06-2018,1400
18-06-2018,1067
19-06-2018,1201
20-06-2018,1191
21-06-2018,1400
21-06-2018,1383
22-06-2018,1360
25-06-2018,1252
26-06-2018,1400
26-06-2018,1286
27-06-2018,1326
28-06-2018,1400
28-06-2018,1336
30-06-2018,1500
30-06-2018,1300
02-07-2018,1700
02-07-2018,1552
03-07-2018,1501
04-07-2018,1470
05-07-2018,1500
05-07-2018,1480
06-07-2018,1395
07-07-2018,1400
07-07-2018,1360
09-07-2018,1335
10-07-2018,1500
11-07-2018,1311
12-07-2018,1500
12-07-2018,1367
14-07-2018,1500
16-07-2018,1500
16-07-2018,1300
17-07-2018,1271
18-07-2018,1310
19-07-2018,1400
19-07-2018,1275
20-07-2018,1241
22-07-2018,1400
23-07-2018,1400
25-07-2018,1276
26-07-2018,1400
28-07-2018,1350
29-07-2018,1275
30-07-2018,1200
30-07-2018,1227
31-07-2018,1200
01-08-2018,1200
02-08-2018,1300
02-08-2018,1225
03-08-2018,1224
04-08-2018,1300
04-08-2018,1234
06-08-2018,1190
07-08-2018,1300
07-08-2018,1145
08-08-2018,1145
10-08-2018,1242
11-08-2018,1300
13-08-2018,1300
13-08-2018,1168
14-08-2018,1178
16-08-2018,1300
16-08-2018,1152
18-08-2018,1350
18-08-2018,1137
20-08-2018,1126
21-08-2018,1151
25-08-2018,1300
25-08-2018,1105
27-08-2018,1200
27-08-2018,1062
28-08-2018,1068
29-08-2018,1021
30-08-2018,1200
30-08-2018,1031
31-08-2018,1061
01-09-2018,985
04-09-2018,1300
04-09-2018,990
05-09-2018,1026
06-09-2018,1250
07-09-2018,1005
08-09-2018,1200
08-09-2018,1005
10-09-2018,1100
10-09-2018,1025
12-09-2018,961
14-09-2018,923
15-09-2018,1200
15-09-2018,931
17-09-2018,1150
17-09-2018,936
18-09-2018,942
19-09-2018,915
20-09-2018,1100
21-09-2018,909
22-09-2018,1100
24-09-2018,1100
24-09-2018,892
26-09-2018,862
27-09-2018,1100
27-09-2018,880
28-09-2018,930
29-09-2018,1150
29-09-2018,961
01-10-2018,1150
01-10-2018,1013
03-10-2018,1033
04-10-2018,1160
04-10-2018,1078
05-10-2018,1042
06-10-2018,1300
06-10-2018,1001
08-10-2018,1066
10-10-2018,1201
11-10-2018,1394
12-10-2018,1381
13-10-2018,1600
15-10-2018,1800
15-10-2018,2121
16-10-2018,2201
17-10-2018,2550
19-10-2018,1962
20-10-2018,1800
20-10-2018,1924
22-10-2018,1800
22-10-2018,2030
23-10-2018,2000
24-10-2018,2012
25-10-2018,1900
25-10-2018,1912
27-10-2018,1700
27-10-2018,1821
29-10-2018,1600
29-10-2018,1361
30-10-2018,1530
31-10-2018,1591
01-11-2018,1451
03-11-2018,1800
12-11-2018,2000
12-11-2018,1221
13-11-2018,1315
14-11-2018,1225
15-11-2018,1600
15-11-2018,1111
16-11-2018,952
19-11-2018,1500
19-11-2018,899
20-11-2018,999
23-11-2018,752
26-11-2018,753
28-11-2018,741
29-11-2018,680
30-11-2018,660
01-12-2018,1500
01-12-2018,501
03-12-2018,1300
03-12-2018,620
04-12-2018,671
05-12-2018,675
08-12-2018,684
10-12-2018,656
11-12-2018,690
12-12-2018,670
13-12-2018,691
14-12-2018,625
15-12-2018,552
17-12-2018,537
18-12-2018,557
19-12-2018,578
20-12-2018,506
21-12-2018,400
24-12-2018,395
26-12-2018,550
27-12-2018,360
28-12-2018,320
29-12-2018,288
31-12-2018,392
01-01-2019,439
02-01-2019,301
03-01-2019,301
04-01-2019,296
07-01-2019,286
08-01-2019,325
09-01-2019,361
10-01-2019,297
11-01-2019,383
14-01-2019,248
18-01-2019,258
19-01-2019,800
19-01-2019,294
20-01-2019,800
21-01-2019,286
22-01-2019,392
23-01-2019,262
25-01-2019,289
26-01-2019,800
28-01-2019,292
29-01-2019,299
30-01-2019,359
31-01-2019,301
01-02-2019,351
02-02-2019,280
05-02-2019,300
06-02-2019,292
09-02-2019,800
14-02-2019,700
16-02-2019,650
21-02-2019,650
21-02-2019,620
23-02-2019,600
02-03-2019,600
04-03-2019,600
11-03-2019,900
11-03-2019,868
12-03-2019,951
13-03-2019,830
14-03-2019,750
14-03-2019,811
15-03-2019,801
16-03-2019,717
18-03-2019,768
19-03-2019,858
20-03-2019,862
22-03-2019,914
23-03-2019,800
28-03-2019,850
02-04-2019,1001
03-04-2019,1018
04-04-2019,1022
06-04-2019,850
08-04-2019,1078
09-04-2019,1061
10-04-2019,1077
11-04-2019,1094
12-04-2019,950
12-04-2019,1100
15-04-2019,900
15-04-2019,1055
16-04-2019,1051
18-04-2019,1101
20-04-2019,1138
22-04-2019,1173
23-04-2019,1170
24-04-2019,1152
25-04-2019,1115
26-04-2019,1156
30-04-2019,1142
02-05-2019,1136
03-05-2019,1143
06-05-2019,1141
07-05-2019,1170
08-05-2019,1131
09-05-2019,1158
10-05-2019,1121
11-05-2019,1150
13-05-2019,1125
14-05-2019,1151
15-05-2019,1125
21-05-2019,1154
22-05-2019,1178
23-05-2019,1230
25-05-2019,1251
27-05-2019,1352
28-05-2019,13012
29-05-2019,1326
30-05-2019,1308
31-05-2019,1351
01-06-2019,1295
04-06-2019,1370
06-06-2019,1367
07-06-2019,1350
10-06-2019,1432
11-06-2019,1429
12-06-2019,1361
13-06-2019,1428
14-06-2019,1424
15-06-2019,1410
17-06-2019,1430
18-06-2019,1401
19-06-2019,1380
20-06-2019,1600
20-06-2019,1415
21-06-2019,1400
24-06-2019,1383
25-06-2019,1399
26-06-2019,1399
27-06-2019,1600
27-06-2019,1417
28-06-2019,1450
29-06-2019,1351
01-07-2019,1700
01-07-2019,1464
03-07-2019,1503
04-07-2019,1500
04-07-2019,1525
05-07-2019,1485
08-07-2019,1499
09-07-2019,1380
10-07-2019,1380
11-07-2019,1400
15-07-2019,1368
17-07-2019,1370
18-07-2019,1500
18-07-2019,1380
19-07-2019,1372
20-07-2019,1356
22-07-2019,1311
23-07-2019,1332
24-07-2019,1399
26-07-2019,1350
29-07-2019,1600
29-07-2019,1332
30-07-2019,1324
31-07-2019,1325
02-08-2019,1401
03-08-2019,1375
06-08-2019,1596
07-08-2019,1481
08-08-2019,1511
09-08-2019,1502
13-08-2019,1538
14-08-2019,1760
15-08-2019,2100
16-08-2019,2000
19-08-2019,2200
19-08-2019,2047
20-08-2019,2372
21-08-2019,2500
22-08-2019,3200
22-08-2019,2452
23-08-2019,2395
24-08-2019,2600
26-08-2019,2600
26-08-2019,2500
28-08-2019,2851
29-08-2019,2792
31-08-2019,2560
04-09-2019,2576
05-09-2019,2591
06-09-2019,2652
07-09-2019,2700
07-09-2019,2646
09-09-2019,2671
10-09-2019,2725
11-09-2019,2783
13-09-2019,3142
14-09-2019,3200
16-09-2019,3500
16-09-2019,3412
17-09-2019,3500
18-09-2019,3876
19-09-2019,4700
19-09-2019,5100
20-09-2019,4500
21-09-2019,4400
21-09-2019,4360
23-09-2019,4280
24-09-2019,4179
26-09-2019,3500
26-09-2019,3672
27-09-2019,3880
28-09-2019,4000
30-09-2019,3464
01-10-2019,3441
03-10-2019,3200
03-10-2019,3104
04-10-2019,3203
05-10-2019,3500
07-10-2019,3825
09-10-2019,3806
10-10-2019,3500
10-10-2019,3825
11-10-2019,3351
14-10-2019,3263
15-10-2019,31825
16-10-2019,3154
17-10-2019,2946
18-10-2019,2801
19-10-2019,2892
22-10-2019,3725
23-10-2019,3761
24-10-2019,3600
30-10-2019,4201
31-10-2019,4900
31-10-2019,4581
01-11-2019,6000
01-11-2019,4801
02-11-2019,5359
04-11-2019,5800
04-11-2019,5757
05-11-2019,5300
06-11-2019,4800
07-11-2019,4949
09-11-2019,6500
09-11-2019,5301
11-11-2019,5772
13-11-2019,5280
14-11-2019,5299
15-11-2019,5600
16-11-2019,5301
18-11-2019,6200
18-11-2019,5640
19-11-2019,5921
20-11-2019,6301
21-11-2019,7300
21-11-2019,7000
22-11-2019,7950
23-11-2019,9000
25-11-2019,9000
25-11-2019,7899
27-11-2019,6671
28-11-2019,8000
28-11-2019,6501
30-11-2019,6541
01-12-2019,6911
02-12-2019,10000
05-12-2019,15000
07-12-2019,14000
09-12-2019,10000
12-12-2019,7301
20-12-2019,8000
09-01-2020,4342
06-02-2020,2100
09-02-2020,2300
10-02-2020,2600
15-02-2020,2500
17-02-2020,2400
20-02-2020,2400
27-02-2020,2250
02-03-2020,1800
03-03-2020,1811
05-03-2020,2100
05-03-2020,1842
06-03-2020,1961
07-03-2020,2000
07-03-2020,1878
09-03-2020,2000
09-03-2020,1921
11-03-2020,1852
12-03-2020,2000
12-03-2020,1875
14-03-2020,2000
16-03-2020,1831
17-03-2020,1625
18-03-2020,1476
19-03-2020,1500
20-03-2020,1500
21-03-2020,1446
23-03-2020,1478
27-03-2020,1691
28-03-2020,2109
30-03-2020,1911
07-04-2020,1371
16-04-2020,1101
17-04-2020,1115
18-04-2020,1100
30-04-2020,912
05-05-2020,880
06-05-2020,951
15-05-2020,890
18-05-2020,890
19-05-2020,818
20-05-2020,800
21-05-2020,852
23-05-2020,925
25-05-2020,976
26-05-2020,946
27-05-2020,960
28-05-2020,982
29-05-2020,1001
30-05-2020,981
01-06-2020,970
02-06-2020,1051
03-06-2020,1021
04-06-2020,1000
05-06-2020,1001
06-06-2020,1011
08-06-2020,1039
10-06-2020,1187
11-06-2020,1050
11-06-2020,1120
12-06-2020,1080
13-06-2020,1000
13-06-2020,1182
15-06-2020,1135
16-06-2020,1124
17-06-2020,1141
18-06-2020,1000
18-06-2020,1141
19-06-2020,1142
20-06-2020,1000
20-06-2020,1131
22-06-2020,1000
22-06-2020,1081
23-06-2020,1075
24-06-2020,1071
25-06-2020,1000
25-06-2020,1071
26-06-2020,1000
27-06-2020,1000
27-06-2020,1035
29-06-2020,1000
29-06-2020,1041
30-06-2020,1000
01-07-2020,918
02-07-2020,1000
02-07-2020,971
03-07-2020,951
04-07-2020,1000
04-07-2020,930
06-07-2020,960
09-07-2020,900
11-07-2020,900
13-07-2020,900
13-07-2020,991
14-07-2020,991
15-07-2020,971
16-07-2020,900
16-07-2020,967
17-07-2020,941
18-07-2020,900
18-07-2020,900
20-07-2020,900
21-07-2020,960
22-07-2020,990
23-07-2020,900
23-07-2020,961
24-07-2020,941
25-07-2020,852
27-07-2020,900
27-07-2020,951
28-07-2020,821
29-07-2020,891
30-07-2020,991
31-07-2020,881
01-08-2020,867
03-08-2020,800
04-08-2020,940
05-08-2020,952
06-08-2020,775
06-08-2020,899
07-08-2020,825
08-08-2020,841
10-08-2020,900
11-08-2020,961
12-08-2020,1161
13-08-2020,1164
15-08-2020,1161
17-08-2020,1500
17-08-2020,1416
19-08-2020,1955
20-08-2020,2100
20-08-2020,1766
24-08-2020,1650
24-08-2020,1570
26-08-2020,1740
27-08-2020,2100
27-08-2020,1850
28-08-2020,1874
29-08-2020,2000
29-08-2020,1813
31-08-2020,2000
31-08-2020,1931
02-09-2020,2055
03-09-2020,2451
04-09-2020,2451
05-09-2020,2200
05-09-2020,2371
07-09-2020,2100
07-09-2020,2400
08-09-2020,2554
09-09-2020,2862
10-09-2020,3000
10-09-2020,2735
11-09-2020,2673
12-09-2020,2790
14-09-2020,3210
15-09-2020,2200
16-09-2020,2951
18-09-2020,3072
19-09-2020,3200
19-09-2020,3080
21-09-2020,5200
21-09-2020,4251
22-09-2020,4200
23-09-2020,4251
24-09-2020,4200
24-09-2020,4201
25-09-2020,4212
26-09-2020,4000
26-09-2020,4401
28-09-2020,4000
28-09-2020,4301
29-09-2020,4201
30-09-2020,4201
01-10-2020,4352
02-10-2020,4090
03-10-2020,3800
03-10-2020,3300
05-10-2020,3921
06-10-2020,3765
07-10-2020,4200
08-10-2020,4000
08-10-2020,4401
09-10-2020,4200
10-10-2020,4300
12-10-2020,5500
12-10-2020,4552
13-10-2020,4812
14-10-2020,4801
29-10-2020,6500
30-10-2020,5900
31-10-2020,6195
02-11-2020,6500
02-11-2020,6191
03-11-2020,5300
04-11-2020,4711
05-11-2020,4000
05-11-2020,4551
06-11-2020,3811
07-11-2020,5500
07-11-2020,4171
09-11-2020,4900
10-11-2020,4741
11-11-2020,4899
16-11-2020,5600
19-11-2020,5500
19-11-2020,4960
20-11-2020,5051
21-11-2020,6000
21-11-2020,4700
23-11-2020,5000
23-11-2020,4400
24-11-2020,4215
25-11-2020,4230
26-11-2020,3720
27-11-2020,3360
28-11-2020,3271
30-11-2020,3299
01-12-2020,3700
01-12-2020,3699
02-12-2020,3400
03-12-2020,3600
03-12-2020,2809
04-12-2020,2250
05-12-2020,2052
07-12-2020,1900
09-12-2020,3012
10-12-2020,4200
10-12-2020,3040
11-12-2020,3001
12-12-2020,3200
15-12-2020,3012
16-12-2020,2470
17-12-2020,2300
18-12-2020,1621
19-12-2020,1911
21-12-2020,1651
22-12-2020,1901
23-12-2020,2121
24-12-2020,2051
25-12-2020,2202
26-12-2020,1938
28-12-2020,1632
29-12-2020,1981
30-12-2020,2460
31-12-2020,1961
01-01-2021,1923
02-01-2021,1600
04-01-2021,2122
05-01-2021,2000
14-01-2021,3300
25-01-2021,3090
27-01-2021,3000
29-01-2021,3004
16-02-2021,4011
17-02-2021,4241
18-02-2021,4085
19-02-2021,4201
20-02-2021,4312
22-02-2021,4220
23-02-2021,4082
24-02-2021,3900
25-02-2021,3000
26-02-2021,2661
27-02-2021,2515
01-03-2021,2951
02-03-2021,2804
03-03-2021,2926
04-03-2021,2721
05-03-2021,2700
06-03-2021,2200
08-03-2021,1702
09-03-2021,1731
10-03-2021,1802
12-03-2021,1780
15-03-2021,1500
16-03-2021,1553
22-03-2021,1252
23-03-2021,1212
24-03-2021,1252
25-03-2021,1300
26-03-2021,1271
01-04-2021,1180
03-04-2021,1180
05-04-2021,1100
05-04-2021,1172
06-04-2021,1136
07-04-2021,1101
08-04-2021,930
09-04-2021,1032
10-04-2021,1041
15-04-2021,1000
15-04-2021,1201
16-04-2021,1301
17-04-2021,1500
26-04-2021,1535
03-05-2021,1501
04-05-2021,1510
05-05-2021,1553
06-05-2021,900
06-05-2021,1600
07-05-2021,1580
08-05-2021,1561
10-05-2021,1100
10-05-2021,1652
12-05-2021,1600
13-05-2021,1200
17-05-2021,1200
24-05-2021,1635
25-05-2021,1753
26-05-2021,1821
27-05-2021,1990
28-05-2021,2000
29-05-2021,2021
31-05-2021,2200
01-06-2021,2152
02-06-2021,2201
03-06-2021,2100
03-06-2021,2255
04-06-2021,2201
05-06-2021,2000
05-06-2021,2181
07-06-2021,2000
08-06-2021,2145
09-06-2021,2291
10-06-2021,2000
10-06-2021,2251
11-06-2021,2327
12-06-2021,2100
12-06-2021,2291
14-06-2021,2100
17-06-2021,2100
19-06-2021,2100
19-06-2021,2200
21-06-2021,2100
21-06-2021,2320
22-06-2021,2340
23-06-2021,2340
24-06-2021,2200
24-06-2021,2275
25-06-2021,2353
27-06-2021,2100
28-06-2021,2000
28-06-2021,2181
29-06-2021,2371
30-06-2021,2140
01-07-2021,2000
01-07-2021,2251
02-07-2021,2200
03-07-2021,2101
05-07-2021,2099
06-07-2021,1970
07-07-2021,1951
08-07-2021,2100
08-07-2021,1870
09-07-2021,1971
10-07-2021,2100
10-07-2021,1985
12-07-2021,2000
12-07-2021,1891
13-07-2021,2001
14-07-2021,1751
15-07-2021,1751
16-07-2021,1799
17-07-2021,1900
17-07-2021,1790
19-07-2021,1900
19-07-2021,1811
20-07-2021,1790
21-07-2021,1780
22-07-2021,1770
23-07-2021,1731
24-07-2021,1930
26-07-2021,1901
27-07-2021,1970
28-07-2021,2010
29-07-2021,2020
30-07-2021,1990
31-07-2021,1870
02-08-2021,1900
02-08-2021,1831
03-08-2021,1931
04-08-2021,1901
05-08-2021,1950
05-08-2021,1845
06-08-2021,1853
07-08-2021,1900
07-08-2021,1876
09-08-2021,1900
09-08-2021,1871
10-08-2021,1845
11-08-2021,1840
12-08-2021,2000
12-08-2021,1890
13-08-2021,1868
14-08-2021,1861
15-08-2021,1900
16-08-2021,2000
16-08-2021,1902
17-08-2021,1870
19-08-2021,1899
20-08-2021,1862
21-08-2021,2000
21-08-2021,1832
23-08-2021,2000
23-08-2021,1846
24-08-2021,1841
25-08-2021,1781
26-08-2021,1900
26-08-2021,1700
27-08-2021,1661
28-08-2021,1800
28-08-2021,1666
30-08-2021,1750
30-08-2021,1630
31-08-2021,1641
01-09-2021,1675
02-09-2021,1800
02-09-2021,1676
03-09-2021,1676
04-09-2021,1800
06-09-2021,1800
07-09-2021,1666
08-09-2021,1670
09-09-2021,1900
09-09-2021,1637
11-09-2021,1800
13-09-2021,1800
13-09-2021,1645
14-09-2021,1660
15-09-2021,1646
16-09-2021,1800
16-09-2021,1671
17-09-2021,1675
18-09-2021,1699
20-09-2021,1800
20-09-2021,1925
21-09-2021,1890
22-09-2021,2120
23-09-2021,2300
23-09-2021,2356
24-09-2021,2316
25-09-2021,2300
25-09-2021,2150
27-09-2021,2200
27-09-2021,2126
28-09-2021,2241
29-09-2021,2590
30-09-2021,2800
30-09-2021,2712
01-10-2021,2703
02-10-2021,3000
02-10-2021,3101
04-10-2021,3800
04-10-2021,3558
05-10-2021,3556
06-10-2021,3353
07-10-2021,3551
08-10-2021,3625
09-10-2021,3800
09-10-2021,4000
11-10-2021,4500
12-10-2021,4200
13-10-2021,4134
14-10-2021,3682
15-10-2021,3621
16-10-2021,3600
16-10-2021,3640
18-10-2021,3600
18-10-2021,3639
19-10-2021,3501
20-10-2021,3315
21-10-2021,3300
21-10-2021,3207
22-10-2021,3311
23-10-2021,3312
24-10-2021,3100
25-10-2021,3300
25-10-2021,3252
26-10-2021,3231
27-10-2021,3041
28-10-2021,3100
28-10-2021,3100
30-10-2021,3200
06-11-2021,3300
09-11-2021,3400
09-11-2021,3251
10-11-2021,3303
11-11-2021,3600
11-11-2021,3200
12-11-2021,2752
13-11-2021,2800
13-11-2021,2575
15-11-2021,2800
15-11-2021,2566
16-11-2021,2512
17-11-2021,2452
18-11-2021,2600
18-11-2021,2200
19-11-2021,2161
20-11-2021,2500
20-11-2021,2324
22-11-2021,3400
22-11-2021,2555
23-11-2021,2670
24-11-2021,2420
25-11-2021,2600
25-11-2021,2212
26-11-2021,2353
27-11-2021,2500
27-11-2021,2112
29-11-2021,2300
29-11-2021,1995
30-11-2021,1951
01-12-2021,2052
02-12-2021,2800
02-12-2021,2901
03-12-2021,2552
04-12-2021,2500
06-12-2021,2052
07-12-2021,2370
08-12-2021,2500
09-12-2021,3000
09-12-2021,3112
10-12-2021,3200
11-12-2021,3090
13-12-2021,3000
13-12-2021,2912
14-12-2021,2752
15-12-2021,2300
16-12-2021,3000
16-12-2021,2431
18-12-2021,3000
18-12-2021,2201
20-12-2021,3300
22-12-2021,2260
23-12-2021,3200
25-12-2021,3200
27-12-2021,2301
28-12-2021,2255
14-02-2022,2780
17-02-2022,3200
19-02-2022,3300
21-02-2022,3300
24-02-2022,3100
25-02-2022,2499
26-02-2022,2430
28-02-2022,2200
28-02-2022,2002
01-03-2022,1952
02-03-2022,1901
03-03-2022,2100
03-03-2022,1903
04-03-2022,1799
05-03-2022,2000
05-03-2022,1920
07-03-2022,1800
07-03-2022,1661
08-03-2022,1685
09-03-2022,1715
10-03-2022,1800
10-03-2022,1802
11-03-2022,1680
12-03-2022,1500
12-03-2022,1612
14-03-2022,1300
14-03-2022,1691
15-03-2022,1655
16-03-2022,1551
17-03-2022,1200
17-03-2022,1420
19-03-2022,1200
21-03-2022,1200
21-03-2022,1340
23-03-2022,1436
24-03-2022,1100
24-03-2022,1490
26-03-2022,1300
26-03-2022,1300
28-03-2022,1412
29-03-2022,1456
02-04-2022,1252
04-04-2022,1271
05-04-2022,1241
06-04-2022,1295
07-04-2022,1250
07-04-2022,1303
08-04-2022,1215
09-04-2022,1201
11-04-2022,1212
12-04-2022,1158
13-04-2022,1151
15-04-2022,1190
16-04-2022,1280
18-04-2022,1360
19-04-2022,1336
20-04-2022,1200
20-04-2022,1304
21-04-2022,1250
21-04-2022,1251
22-04-2022,1290
23-04-2022,1301
25-04-2022,1200
25-04-2022,1260
26-04-2022,1360
27-04-2022,1400
28-04-2022,1150
28-04-2022,1330
29-04-2022,1372
30-04-2022,1100
30-04-2022,1355
02-05-2022,1360
03-05-2022,1326
04-05-2022,1401
05-05-2022,1360
06-05-2022,1370
07-05-2022,1200
07-05-2022,1225
09-05-2022,1100
09-05-2022,1451
10-05-2022,1313
11-05-2022,1312
12-05-2022,1201
14-05-2022,1221
16-05-2022,1446
17-05-2022,1386
18-05-2022,1125
18-05-2022,1390
19-05-2022,1100
19-05-2022,1382
20-05-2022,1355
21-05-2022,1251
23-05-2022,1371
24-05-2022,1381
25-05-2022,1398
26-05-2022,1395
27-05-2022,1370
28-05-2022,1350
28-05-2022,1421
30-05-2022,1400
30-05-2022,1453
31-05-2022,1500
01-06-2022,1408
02-06-2022,1400
03-06-2022,1570
04-06-2022,1418
06-06-2022,1491
07-06-2022,1451
08-06-2022,1481
09-06-2022,1600
09-06-2022,1500
10-06-2022,1500
11-06-2022,1488
12-06-2022,1800
13-06-2022,2000
13-06-2022,1575
14-06-2022,1562
15-06-2022,1751
16-06-2022,1801
17-06-2022,1751
18-06-2022,1800
18-06-2022,1821
20-06-2022,1571
21-06-2022,1800
22-06-2022,1900
22-06-2022,1800
23-06-2022,1801
24-06-2022,1800
25-06-2022,1800
27-06-2022,1800
28-06-2022,1800
29-06-2022,1851
30-06-2022,1800
30-06-2022,1800
01-07-2022,1800
04-07-2022,1800
05-07-2022,1700
05-07-2022,1800
06-07-2022,1800
07-07-2022,1700
07-07-2022,1800
08-07-2022,1800
09-07-2022,1801
10-07-2022,1700
11-07-2022,1800
11-07-2022,1801
12-07-2022,1801
13-07-2022,1801
14-07-2022,1850
14-07-2022,1520
15-07-2022,1480
16-07-2022,1800
16-07-2022,1436
18-07-2022,1700
18-07-2022,1502
19-07-2022,1451
20-07-2022,1468
21-07-2022,1401
22-07-2022,1491
